1,2,3,4,5,6
238272,165,258822
238234,165,258839
238254,166,258821
238308,164,258806
238286,164,258854
238295,165,258827
238325,165,258841
238338,166,258848
238339,165,258841
238359,164,258860
238385,165,258853
238432,165,258881
238432,166,258871
238444,165,258897
238405,165,258867
238368,165,258842
238347,165,258852
238329,165,258821
238282,164,258827
238286,164,258816
238266,165,258817
238292,165,258827
238241,165,258847
238272,165,258858
238268,166,258838
238270,165,258835
238284,165,258855
238324,165,258817
238318,165,258842
238304,166,258850
238338,165,258847
238344,165,258848
238350,165,258840
238351,166,258858
238393,165,258880
238392,166,258890
238419,165,258871
238394,166,258862
238366,165,258857
238321,165,258851
238295,165,258827
238282,165,258801
238269,165,258824
238274,165,258822
238250,165,258811
238259,165,258829
238252,165,258799
238264,165,258825
238259,166,258831
238266,165,258806
238262,165,258817
238248,165,258826
238266,165,258825
238296,166,258816
238302,166,258823
238327,165,258831
238326,164,258815
238347,164,258809
238367,165,258844
238350,166,258862
238378,165,258870
238362,165,258831
238334,165,258816
238283,165,258798
238254,166,258780
238204,166,258786
238170,164,258783
238192,165,258759
238177,165,258793
238185,165,258759
238177,166,258770
238192,165,258813
238165,165,258796
238192,165,258774
238184,165,258781
238192,165,258783
238209,165,258774
238227,165,258806
238219,165,258781
238231,165,258806
238245,165,258803
238261,166,258806
238284,164,258813
238313,164,258823
238327,165,258822
238322,165,258814
238250,165,258795
238239,165,258775
238190,165,258766
238162,165,258765
238131,164,258738
238145,165,258755
238130,164,258750
238129,165,258737
238104,165,258739
238108,165,258746
238108,166,258747
238111,164,258737
238104,165,258745
238101,165,258726
238135,165,258710
238134,165,258739
238154,165,258750
238154,165,258736
238153,165,258747
238174,165,258730
238190,165,258761
238217,165,258768
238215,165,258761
238199,165,258737
238139,165,258707
238122,165,258696
238079,165,258687
238046,166,258696
238012,165,258680
238072,164,258704
238046,165,258691
238047,166,258707
238041,165,258705
238059,165,258701
238046,165,258711
238041,165,258690
238057,165,258694
238072,166,258733
238084,166,258721
238085,165,258716
238092,165,258738
238096,166,258730
238114,167,258730
238119,166,258737
238132,165,258750
238140,165,258746
238108,166,258706
238082,167,258709
238042,166,258700
238026,165,258688
237989,164,258668
237980,165,258674
237983,167,258700
237974,166,258692
237983,165,258663
237966,165,258662
237991,165,258677
237992,166,258677
237998,166,258701
237999,166,258696
238036,165,258693
238013,165,258691
238028,166,258710
238034,166,258687
238074,166,258700
238090,165,258702
238094,165,258711
238096,165,258715
238135,166,258728
238102,166,258695
238021,166,258675
238002,165,258678
237972,165,258644
237941,166,258650
237910,166,258638
237895,165,258641
237914,165,258654
237917,165,258619
237934,165,258634
237921,165,258635
237931,165,258654
237917,165,258646
237937,165,258648
237963,166,258665
237981,166,258670
237983,165,258671
237976,165,258699
237985,165,258668
237993,166,258703
238025,166,258691
238030,167,258712
238039,165,258714
237975,165,258692
237956,165,258678
237937,165,258673
237906,166,258626
237888,166,258633
237872,165,258656
237883,165,258636
237869,165,258645
237872,166,258642
237866,165,258657
237888,166,258659
237895,165,258648
237889,165,258651
237896,165,258662
237911,166,258666
237905,166,258664
237919,165,258674
237956,165,258671
237940,166,258682
237986,166,258696
237996,165,258708
237993,165,258688
237980,165,258678
237905,165,258681
237876,166,258662
237853,165,258676
237825,165,258643
237838,165,258659
237821,165,258679
237858,165,258713
237833,165,258709
237826,166,258715
237864,165,258682
237848,165,258698
237857,165,258708
237858,166,258709
237889,165,258752
237893,165,258705
237910,164,258722
237913,165,258736
237930,165,258744
237948,165,258729
237970,165,258767
237907,165,258726
237856,165,258719
237835,165,258715
237783,165,258676
237756,166,258690
237736,164,258681
237712,166,258699
237723,166,258697
237703,165,258689
237725,165,258695
237730,165,258734
237729,165,258711
237759,165,258711
237765,165,258735
237764,164,258715
237758,166,258714
237794,166,258732
237779,165,258745
237786,165,258730
237801,165,258741
237828,164,258737
237844,165,258749
237817,165,258722
237762,166,258692
237731,166,258681
237713,165,258688
237681,165,258682
237643,165,258679
237653,165,258698
237618,165,258687
237652,165,258689
237623,165,258684
237641,165,258685
237657,164,258726
237649,165,258701
237678,165,258714
237676,165,258727
237730,165,258741
237682,165,258718
237701,165,258740
237725,165,258726
237723,165,258754
237732,164,258735
237739,166,258754
237711,165,258716
237662,165,258711
237628,165,258690
237616,165,258689
237575,164,258716
237560,164,258712
237554,165,258711
237558,165,258695
237549,165,258698
237548,165,258710
237559,166,258701
237540,164,258715
237549,165,258705
237611,164,258738
237621,165,258746
237639,165,258784
237626,165,258739
237655,165,258756
237652,164,258764
237687,165,258777
237699,165,258785
237713,165,258803
237697,165,258804
237677,165,258747
237596,165,258732
237566,164,258747
237539,166,258732
237489,165,258741
237495,165,258736
237494,166,258725
237489,165,258739
237474,166,258752
237498,165,258749
237476,165,258751
237509,165,258736
237509,166,258745
237497,165,258762
237518,165,258749
237547,165,258778
237546,165,258772
237558,164,258761
237566,165,258791
237595,165,258782
237636,164,258781
237638,165,258800
237654,164,258820
237672,164,258814
237695,165,258826
237722,165,258840
237743,165,258851
237748,166,258818
237749,166,258844
237790,166,258871
237815,165,258857
237842,165,258853
237866,165,258847
237909,166,258855
237919,165,258891
237929,164,258886
237947,165,258891
237945,165,258863
237863,164,258840
237814,164,258834
237786,165,258814
237784,165,258799
237732,165,258817
237702,165,258829
237676,165,258824
237694,164,258797
237711,165,258804
237685,165,258814
237729,165,258821
237745,164,258840
237729,165,258847
237741,165,258846
237768,165,258840
237783,164,258838
237797,165,258857
237809,165,258860
237817,166,258859
237836,165,258884
237855,164,258866
237871,165,258903
237887,165,258889
237877,165,258880
237812,165,258863
237797,165,258824
237764,165,258822
237750,165,258813
237748,165,258840
237737,165,258800
237716,165,258818
237745,165,258834
