1,2,3,4,5,6
256986,3069,333674
256971,3067,333688
256813,3068,333639
256687,3052,333591
256540,3045,333591
256376,3029,333525
256297,3033,333485
256287,3030,333461
256258,3027,333440
256230,3024,333463
256225,3022,333462
256257,3016,333483
256280,3018,333461
256329,3021,333453
256355,3019,333514
256396,3014,333523
256458,3014,333521
256510,3016,333523
256531,2991,333580
256601,2952,333577
256655,2903,333616
256734,2857,333644
256821,2800,333643
256853,2735,333650
256850,2650,333660
256711,2565,333613
256544,2485,333574
256382,2415,333543
256220,2361,333491
256089,2326,333428
255993,2292,333437
255936,2261,333387
255930,2241,333398
255909,2239,333389
255907,2230,333394
255954,2240,333393
255982,2247,333397
255973,2279,333404
256046,2322,333475
256090,2411,333432
256151,2506,333464
256231,2596,333534
256257,2667,333563
256332,2724,333582
256370,2766,333566
256439,2801,333572
256529,2826,333625
256572,2854,333669
256536,2867,333676
256396,2877,333624
256236,2885,333593
256080,2881,333535
255953,2877,333466
255832,2881,333460
255772,2881,333437
255728,2889,333414
255697,2877,333451
255683,2870,333434
255699,2874,333397
255714,2875,333435
255725,2871,333395
255768,2867,333388
255841,2866,333433
255875,2875,333436
255916,2875,333458
255994,2877,333475
256046,2871,333486
256110,2874,333569
256146,2884,333556
256236,2889,333590
256310,2895,333637
256374,2911,333661
256371,2911,333661
256245,2903,333605
256095,2913,333547
255951,2909,333514
255807,2904,333477
255677,2895,333439
255663,2892,333414
255616,2884,333408
255582,2886,333392
255587,2886,333369
255573,2886,333385
255631,2882,333404
255613,2885,333413
255694,2889,333448
255744,2883,333446
255760,2886,333441
255830,2886,333464
255863,2882,333534
255943,2890,333538
255980,2897,333523
256063,2897,333567
256112,2895,333578
256203,2892,333586
256259,2906,333607
256256,2910,333613
256162,2904,333599
256010,2891,333592
255880,2894,333548
255769,2888,333457
255751,2887,333481
255705,2884,333445
255660,2885,333429
255674,2883,333407
255719,2886,333421
255744,2893,333410
255753,2892,333421
255787,2886,333487
255844,2883,333476
255881,2879,333498
255920,2885,333492
255972,2890,333497
256019,2878,333532
256060,2868,333533
256135,2861,333556
256209,2839,333600
256274,2808,333614
256309,2759,333625
256274,2713,333589
256153,2657,333597
256005,2604,333551
255876,2574,333491
255738,2539,333422
255698,2500,333440
255634,2454,333417
255603,2414,333390
255578,2366,333401
255577,2317,333406
255601,2270,333408
255649,2239,333424
255671,2201,333407
255703,2180,333442
255763,2171,333460
255794,2155,333467
255861,2141,333490
255959,2155,333536
255969,2193,333508
256089,2292,333499
