1,2,3,4,5,6
136453,830,16091
136456,821,16090
136467,853,16091
136445,890,16095
136457,876,16095
136461,840,16087
136468,823,16091
136460,847,16087
136461,886,16086
136448,886,16087
136464,857,16087
136459,822,16093
136459,839,16093
136470,877,16094
136452,890,16094
136459,865,16093
136453,828,16088
136466,830,16093
136448,865,16089
136451,893,16087
136445,876,16092
136457,840,16090
136447,823,16090
136471,849,16094
136454,888,16091
136449,883,16092
136462,850,16092
136462,821,16096
136457,839,16090
136459,876,16090
136459,887,16093
136452,863,16092
136456,825,16091
136461,831,16091
136451,864,16089
136456,893,16094
136438,870,16089
136462,837,16091
136475,826,16090
136471,851,16087
136466,890,16095
136458,881,16094
136442,845,16093
136463,821,16087
136459,840,16093
136443,884,16095
136474,886,16087
136457,858,16089
136457,825,16091
136466,834,16090
136456,868,16097
136477,893,16090
136457,869,16095
136457,829,16094
136456,826,16089
136450,858,16093
136469,890,16096
136444,872,16087
136468,844,16093
136463,822,16087
136458,848,16092
136462,884,16090
136458,885,16091
136451,855,16094
136449,822,16090
136436,835,16085
136459,874,16088
136450,891,16091
136450,863,16091
136465,831,16093
136453,827,16091
136442,863,16092
136455,892,16091
136471,874,16088
136465,838,16091
136449,821,16083
136457,849,16088
136442,888,16087
136471,877,16094
136455,850,16089
136455,821,16098
136449,839,16089
136451,877,16086
136452,885,16089
136457,857,16093
136452,827,16089
136463,829,16087
136462,863,16088
136459,890,16095
136452,868,16092
136429,837,16092
136455,824,16089
136463,852,16093
136455,889,16088
136477,878,16089
136452,847,16096
