1,2,3,4,5,6
227223,219,274788
227254,220,274829
227259,223,274827
227275,226,274874
227318,226,274868
227332,225,274884
227387,224,274912
227394,227,274939
227408,230,274947
227459,230,274996
227495,232,275021
227530,227,275012
227562,229,275028
227596,232,275035
227660,233,275074
227635,231,275069
227578,229,275065
227557,230,275065
227537,233,275057
227496,235,275040
227477,234,275063
227466,232,275042
227467,232,275056
227470,237,275084
227492,238,275098
227521,238,275084
227527,236,275108
227534,234,275157
227568,236,275149
227601,239,275171
227634,240,275226
227677,241,275233
227649,245,275225
227685,254,275229
227738,264,275207
227756,270,275271
227767,272,275284
227758,273,275282
227680,277,275276
227669,281,275248
227626,284,275246
227610,283,275266
227576,285,275284
227582,280,275291
227613,284,275282
227592,286,275305
227632,287,275302
227647,284,275312
227655,282,275341
227662,284,275368
227710,288,275375
227720,288,275365
227730,287,275432
227776,285,275417
227792,284,275438
227829,288,275436
227861,288,275470
227882,286,275476
227866,283,275497
227832,284,275474
227781,287,275465
227740,288,275439
227711,286,275450
227699,284,275421
227695,283,275459
227683,285,275461
227701,287,275473
227678,286,275481
227698,284,275515
227704,283,275522
227722,285,275517
227762,288,275523
227757,287,275551
227804,283,275566
227825,285,275584
227848,284,275596
227866,288,275593
227905,288,275639
227927,285,275655
227915,284,275646
227885,284,275641
227873,286,275627
227843,287,275648
227784,284,275602
227781,282,275635
227760,280,275632
227787,282,275628
227771,283,275647
227753,283,275640
227795,279,275667
227772,274,275673
227829,274,275666
227816,276,275713
227835,274,275712
227851,271,275735
227865,269,275718
227911,269,275756
227919,271,275779
227948,271,275778
227975,269,275786
227975,265,275804
227907,263,275778
227870,264,275767
227842,264,275788
227795,263,275768
227803,259,275741
227782,259,275788
227770,259,275757
227777,264,275766
227787,260,275804
227805,257,275807
227814,254,275799
227820,252,275827
227860,250,275854
227870,251,275866
227901,246,275891
227904,243,275873
227907,246,275912
227948,244,275915
227927,247,275923
227958,243,275936
227895,241,275914
227808,240,275900
227767,243,275877
227707,245,275870
227671,243,275890
227642,241,275872
227616,242,275863
227626,244,275876
227623,247,275886
227625,246,275918
227621,243,275904
227611,241,275916
227626,242,275937
227631,245,275950
227669,243,275957
227678,240,275972
227723,236,275983
227727,236,276006
227738,236,276021
227759,235,276041
227721,233,276020
227653,229,276007
227587,230,275988
227535,234,276000
227481,240,276003
227464,246,276004
227382,253,275948
227322,262,275928
227344,271,275949
227357,279,275973
227365,284,276013
227358,283,276005
227397,283,276035
227402,285,276045
227437,290,276050
227419,291,276075
227474,287,276095
227474,285,276117
227512,283,276135
