1,2,3,4,5,6
269823,608,334407
269790,614,334374
269728,619,334360
269715,617,334403
269731,608,334431
269722,607,334385
269760,613,334403
269720,615,334448
269763,613,334451
269777,607,334485
269793,608,334458
269815,616,334463
269807,625,334479
269741,645,334394
269894,672,334572
269978,700,334639
270052,746,334666
270075,783,334675
270051,802,334752
269992,807,334795
269911,810,334761
269809,805,334744
269722,810,334754
269643,810,334739
269640,802,334742
269605,783,334718
269572,778,334733
269586,771,334713
269548,756,334696
269534,734,334672
269514,708,334656
269483,692,334591
269485,681,334621
269501,680,334652
269537,681,334683
269543,675,334710
269608,670,334749
269645,667,334755
269660,672,334763
269727,677,334775
269762,672,334827
269709,667,334867
269645,664,334919
269551,666,334899
269516,670,334942
269412,665,334938
269374,655,334941
269331,653,334889
269279,658,334881
269275,663,334889
269284,661,334903
269258,656,334931
269282,649,334904
269284,653,334911
269262,657,334937
269330,663,334911
269317,655,334920
269352,649,334982
269398,653,334999
269428,658,334992
269481,665,335011
269510,664,335026
269549,659,335074
269561,654,335105
269578,661,335154
269520,665,335183
269443,670,335189
269382,663,335225
269351,655,335256
269286,656,335239
269273,668,335227
269224,667,335226
269232,661,335228
269219,655,335250
269212,663,335237
269182,668,335195
269159,687,335144
269222,706,335206
269240,725,335221
269307,745,335170
269318,774,335195
269325,797,335153
269392,808,335168
269398,803,335177
269442,808,335187
269480,815,335223
269507,820,335234
269491,827,335273
269443,825,335317
269419,821,335324
269335,827,335335
269219,838,335256
269141,859,335177
269145,864,335167
269108,869,335226
269125,883,335210
269093,896,335207
269151,909,335198
269166,915,335178
269145,908,335176
269164,908,335158
269180,923,335208
269201,936,335215
269256,954,335240
269284,976,335242
269313,987,335241
269345,1010,335282
269401,1022,335318
269446,1035,335350
269476,1035,335386
269394,1028,335422
269336,1031,335442
269289,1034,335466
269201,1039,335462
269188,1033,335454
269137,1030,335427
269128,1026,335468
269123,1028,335484
269099,1034,335477
269114,1036,335474
269113,1023,335480
269124,1015,335465
269108,1005,335475
269186,1005,335489
269153,983,335517
269201,962,335487
269252,934,335481
269292,906,335548
269345,871,335567
269389,818,335531
269302,754,335409
269240,706,335341
269273,674,335526
269216,655,335568
269176,656,335575
269100,646,335567
269039,636,335612
269016,630,335590
268953,632,335535
268983,636,335582
268947,638,335587
268955,631,335588
268938,629,335566
268929,627,335571
268965,629,335575
268959,633,335580
269014,631,335587
269025,624,335632
269056,623,335624
269074,622,335690
269112,628,335694
269128,628,335661
269147,621,335690
269177,616,335687
269173,619,335750
269128,624,335821
269052,623,335825
268995,615,335842
268953,612,335868
268910,617,335856
