1,2,3,4,5,6
221890,165,254299
221920,166,254309
221979,165,254327
222026,165,254339
222089,165,254370
222109,165,254348
222188,165,254361
222253,166,254377
222301,165,254400
222352,165,254403
222314,166,254369
222143,166,254341
222039,166,254296
221931,166,254271
221831,165,254279
221765,165,254277
221740,165,254241
221677,167,254247
221665,166,254282
221675,165,254247
221678,165,254222
221702,165,254253
221700,166,254266
221723,166,254260
221752,166,254262
221775,165,254280
221815,165,254284
221848,165,254285
221914,166,254304
221911,165,254321
221963,166,254310
222013,166,254329
222037,165,254331
222098,166,254333
222106,165,254328
221966,166,254294
221868,165,254248
221822,165,254264
221734,165,254241
221649,166,254229
221639,165,254239
221607,165,254212
221571,166,254222
221555,165,254208
221584,165,254244
221587,166,254204
221593,165,254196
221623,165,254244
221666,165,254240
221686,166,254261
221726,165,254268
221762,166,254252
221802,165,254283
221860,166,254280
221887,166,254264
221915,166,254271
221944,166,254278
221998,165,254304
221906,165,254245
221772,166,254216
221665,167,254198
221574,166,254190
221506,165,254167
221416,165,254182
221389,166,254168
221344,166,254152
221323,166,254134
221295,166,254125
221311,166,254120
221337,165,254116
221345,166,254137
221371,166,254136
221376,166,254172
221468,165,254166
221482,165,254170
221510,165,254174
221547,166,254197
221581,166,254188
221630,165,254220
221655,165,254209
221701,166,254221
221713,166,254230
221605,165,254183
221499,165,254177
221390,166,254166
221288,165,254120
221201,166,254122
221137,166,254116
221102,165,254097
221071,165,254094
221064,165,254094
221024,166,254071
221044,165,254071
221042,166,254060
221046,165,254054
221029,165,254051
221060,166,254045
221063,166,254034
220991,166,254033
220938,166,254010
220913,165,253991
220924,166,254019
220926,167,254001
220926,167,254013
220920,166,253993
220924,165,254006
220950,166,254023
220964,167,253998
220983,168,254045
220983,167,254036
221042,166,254031
221042,166,254026
221059,167,254044
221144,168,254054
221126,168,254076
221160,166,254059
221217,165,254059
221232,167,254075
221275,168,254103
221308,168,254105
221347,166,254118
221340,166,254105
221169,166,254070
221041,168,254040
220952,168,254037
220818,167,254026
220742,166,254048
220699,166,254000
220658,167,253991
220622,167,253979
220593,167,253998
220580,167,253988
220584,166,253982
220602,167,253962
220598,167,253993
220633,167,253983
220663,166,253985
220675,166,253985
220708,167,253989
220762,168,254020
220782,168,254015
220818,166,254026
220864,166,254011
220897,166,254058
220931,168,254079
220815,167,254026
220701,167,254009
220607,166,253985
220500,166,253982
220386,166,253974
220293,166,253983
220268,167,253969
220258,167,253984
220224,164,253958
220255,166,253961
220281,166,253985
220295,166,253994
220332,165,254003
220342,166,253994
220413,165,253999
220462,165,254015
220522,165,254037
220566,165,254067
220636,165,254069
220696,165,254106
220753,165,254077
220839,165,254110
220895,165,254131
220817,166,254080
220697,165,254077
220627,165,254058
220524,165,254057
220445,166,254051
220361,165,254053
220357,165,254083
220345,165,254066
220348,165,254074
220390,166,254076
220384,166,254063
220435,165,254064
220489,165,254102
220529,165,254104
220571,166,254093
220638,165,254121
220694,165,254111
220749,165,254159
220782,165,254142
220835,166,254161
220922,166,254196
220992,165,254200
221004,165,254217
220946,165,254142
220845,167,254148
220768,165,254158
220663,165,254146
220573,165,254165
220532,165,254125
220535,165,254137
220523,166,254135
220514,166,254129
220531,165,254122
220556,165,254148
220605,166,254154
220639,166,254156
220696,165,254175
220742,165,254166
220776,165,254195
220822,165,254194
220874,166,254207
220915,166,254219
220975,165,254196
221011,166,254237
221077,166,254242
221098,166,254237
220992,165,254218
220893,165,254206
220782,165,254172
220688,166,254200
220655,166,254193
220586,166,254178
220560,166,254190
220569,165,254196
220569,165,254205
220555,165,254188
220598,166,254174
220620,165,254202
220691,166,254195
220692,165,254217
220738,165,254221
220792,165,254238
220847,166,254246
220886,165,254248
220951,165,254272
221018,165,254272
221064,166,254289
221147,166,254295
221197,165,254307
221183,165,254307
221082,165,254272
220992,165,254274
220904,165,254252
220805,166,254254
220744,165,254244
220682,166,254255
220704,165,254256
220671,165,254242
220709,166,254236
220688,166,254238
220742,165,254258
220799,165,254274
220797,165,254271
220867,166,254268
220916,165,254299
220969,165,254305
221033,165,254315
221088,166,254341
221150,167,254321
221213,165,254346
221272,165,254360
221362,166,254353
221418,166,254377
221475,166,254402
221493,165,254391
221406,165,254354
221313,166,254334
221255,165,254344
221163,166,254335
221100,166,254323
221052,165,254360
221071,165,254343
221054,165,254337
221049,165,254347
221097,165,254337
221112,165,254320
221161,165,254366
221178,165,254353
221248,166,254364
221293,166,254391
221315,166,254364
221368,166,254365
221391,165,254399
221455,165,254417
221508,165,254428
221566,166,254424
221616,166,254452
221673,166,254467
221603,165,254427
221520,166,254405
221445,165,254400
221365,166,254386
221298,165,254427
221247,165,254383
221261,165,254411
221285,166,254394
221292,166,254401
221285,166,254394
221308,165,254417
221371,166,254409
221384,167,254422
221436,166,254406
221464,165,254453
221534,165,254440
221569,165,254448
221626,166,254454
221682,166,254467
221744,165,254498
221779,165,254494
221848,165,254498
221901,165,254485
221964,166,254505
221929,165,254487
221821,166,254464
221738,165,254469
221640,165,254481
221581,165,254464
221508,165,254444
221504,165,254447
221491,165,254453
221464,165,254450
221485,166,254465
221492,165,254452
221506,165,254437
221546,166,254480
221597,165,254479
221641,165,254477
221682,166,254497
221709,165,254488
221769,166,254501
221802,164,254498
221869,165,254504
221918,166,254515
221988,166,254535
222032,166,254546
222067,165,254542
222141,165,254576
222120,166,254559
222043,165,254505
221958,165,254533
221857,165,254502
221784,166,254499
221721,166,254496
221692,166,254492
221696,165,254496
221676,165,254507
221691,166,254491
221720,165,254483
221742,165,254479
221757,164,254504
221785,165,254507
221821,165,254509
221858,165,254520
221915,165,254502
